0	21	22	26	38	70	71	72	73	74	75	
0	0	0	0	0	0	0	0	0	0	0	
200	0	0	0	0	0	0	0	0	0	0	
400	0	0	0	0	0	0	0	0	0	0	
600	0	0	0	0	0	0	0	0	0	0	
800	0	0	0	0	0	0	0	0	0	0	
1000	0	0	0	0	0	0	0	0	0	0	
1200	0	0	0	0	0	0	0	0	0	0	
1400	0	0	0	0	0	0	0	0	0	0	
1600	0	0	0	0	0	0	0	0	0	0	
1800	0	0	0	0	0	0	0	0	0	0	
2000	0	0	0	0	0	0	0	0	0	0	
2200	0	0	0	0	0	0	0	0	0	0	
2400	0	0	0	0	0	0	0	0	0	0	
2600	0	0	0	0	0	0	0	0	0	0	
2800	0	0	0	0	0	0	0	0	0	0	
3000	0	0	0	0	0	0	0	0	0	0	
3200	0	0	0	0	0	0	0	0	0	0	
3400	0	0	0	0	0	0	0	0	0	0	
3600	0	0	0	0	0	0	0	0	0	0	
3800	0	0	0	0	0	0	0	0	0	0	
4000	0	0	0	0	0	0	0	0	0	0	
4200	0	0	0	0	0	0	0	0	0	0	
4400	0	0	0	0	0	0	0	0	0	0	
4600	0	0	0	0	0	0	0	0	0	0	
4800	0	0	0	0	0	0	0	0	0	0	
5000	0	0	0	0	0	0	0	0	0	0	
5200	0	0	0	0	0	0	0	0	0	0	
5400	0	0	0	0	0	0	0	0	0	0	
5600	0	0	0	0	0	0	0	0	0	0	
5800	0	0	0	0	0	0	0	0	0	0	
6000	0	0	0	0	0	0	0	0	0	0	
6200	0	0	0	0	0	0	0	0	0	0	
6400	0	0	0	0	0	0	0	0	0	0	
6600	0	0	0	0	0	0	0	0	0	0	
6800	0	0	0	0	0	0	0	0	0	0	
7000	0	0	0	0	0	0	0	0	0	0	
7200	0	0	0	0	0	0	0	0	0	0	
7400	0	0	0	0	0	0	0	0	0	0	
7600	0	0	0	0	0	0	0	0	0	0	
7800	0	0	0	0	0	0	0	0	0	0	
8000	0	0	0	0	0	0	0	0	0	0	
8200	0	0	0	0	0	0	0	0	0	0	
8400	0	0	0	0	0	0	0	0	0	0	
8600	0	0	0	0	0	0	0	0	0	0	
8800	0	0	0	0	0	0	0	0	0	0	
9000	0	0	0	0	0	0	0	0	0	0	
9200	0	0	0	0	0	0	0	0	0	0	
9400	0	0	0	0	0	0	0	0	0	0	
9600	0	0	0	0	0	0	0	0	0	0	
9800	0	0	0	0	0	0	0	0	0	0	
10000	0	0	0	0	0	0	0	0	0	0	
10200	0	0	0	0	0	0	0	0	0	0	
10400	0	0	0	0	0	0	0	0	0	0	
10600	0	0	0	0	0	0	0	0	0	0	
10800	0	0	0	0	0	0	0	0	0	0	
11000	0	0	0	0	0	0	0	0	0	0	
11200	0	0	0	0	0	0	0	0	0	0	
11400	0	0	0	0	0	0	0	0	0	0	
11600	0	0	0	0	0	0	0	0	0	0	
11800	0	0	0	0	0	0	0	0	0	0	
12000	0	0	0	0	0	0	0	0	0	0	
12200	0	0	0	0	0	0	0	0	0	0	
12400	0	0	0	0	0	0	0	0	0	0	
12600	0	0	0	0	0	0	0	0	0	0	
12800	0	0	0	0	0	0	0	0	0	0	
13000	0	0	0	0	0	0	0	0	0	0	
13200	0	0	0	0	0	0	0	0	0	0	
13400	0	0	0	0	0	0	0	0	0	0	
13600	0	0	0	0	0	0	0	0	0	0	
13800	0	0	0	0	0	0	0	0	0	0	
14000	0	0	0	0	0	0	0	0	0	0	
14200	0	0	0	0	0	0	0	0	0	0	
14400	0	0	0	0	0	0	0	0	0	0	
14600	0	0	0	0	0	0	0	0	0	0	
14800	0	0	0	0	0	0	0	0	0	0	
15000	0	0	0	0	0	0	0	0	0	0	
15200	0	0	0	0	0	0	0	0	0	0	
15400	0	0	0	0	0	0	0	0	0	0	
15600	0	0	0	0	0	0	0	0	0	0	
15800	0	0	0	0	0	0	0	0	0	0	
16000	0	0	0	0	0	0	0	0	0	0	
16200	0	0	0	0	0	0	0	0	0	0	
16400	0	0	0	0	0	0	0	0	0	0	
16600	0	0	0	0	0	0	0	0	0	0	
16800	0	0	0	0	0	0	0	0	0	0	
17000	0	0	0	0	0	0	0	0	0	0	
17200	0	0	0	0	0	0	0	0	0	0	
17400	0	0	0	0	0	0	0	0	0	0	
17600	0	0	0	0	0	0	0	0	0	0	
17800	0	0	0	0	0	0	0	0	0	0	
18000	0	0	0	0	0	0	0	0	0	0	
18200	0	0	0	0	0	0	0	0	0	0	
18400	0	0	0	0	0	0	0	0	0	0	
18600	0	0	0	0	0	0	0	0	0	0	
18800	0	0	0	0	0	0	0	0	0	0	
19000	0	0	0	0	0	0	0	0	0	0	
19200	0	0	0	0	0	0	0	0	0	0	
19400	0	0	0	0	0	0	0	0	0	0	
19600	0	0	0	0	0	0	0	0	0	0	
19800	0	0	0	0	0	0	0	0	0	0	
20000	0	0	0	0	0	0	0	0	0	0	
20200	0	0	0	0	0	0	0	0	0	0	
20400	0	0	0	0	0	0	0	0	0	0	
20600	0	0	0	0	0	0	0	0	0	0	
20800	0	0	0	0	0	0	0	0	0	0	
21000	0	0	0	0	0	0	0	0	0	0	
21200	0	0	0	0	0	0	0	0	0	0	
21400	0	0	0	0	0	0	0	0	0	0	
21600	0	0	0	0	0	0	0	0	0	0	
21800	0	0	0	0	0	0	0	0	0	0	
22000	0	0	0	0	0	0	0	0	0	0	
22200	0	0	0	0	0	0	0	0	0	0	
22400	0	0	0	0	0	0	0	0	0	0	
22600	0	0	0	0	0	0	0	0	0	0	
22800	0	0	0	0	0	0	0	0	0	0	
23000	0	0	0	0	0	0	0	0	0	0	
23200	0	0	0	0	0	0	0	0	0	0	
23400	0	0	0	0	0	0	0	0	0	0	
23600	0	0	0	0	0	0	0	0	0	0	
23800	0	0	0	0	0	0	0	0	0	0	
24000	0	0	0	0	0	0	0	0	0	0	
24200	0	0	0	0	0	0	0	0	0	0	
24400	0	0	0	0	0	0	0	0	0	0	
24600	0	0	0	0	0	0	0	0	0	0	
24800	0	0	0	0	0	0	0	0	0	0	
25000	0	0	0	0	0	0	0	0	0	0	
25200	0	0	0	0	0	0	0	0	0	0	
25400	0	0	0	0	0	0	0	0	0	0	
25600	0	0	0	0	0	0	0	0	0	0	
25800	0	0	0	0	0	0	0	0	0	0	
26000	0	0	0	0	0	0	0	0	0	0	
26200	0	0	0	0	0	0	0	0	0	0	
26400	0	0	0	0	0	0	0	0	0	0	
26600	0	0	0	0	0	0	0	0	0	0	
26800	0	0	0	0	0	0	0	0	0	0	
27000	0	0	0	0	0	0	0	0	0	0	
27200	0	0	0	0	0	0	0	0	0	0	
27400	0	0	0	0	0	0	0	0	0	0	
27600	0	0	0	0	0	0	0	0	0	0	
27800	0	0	0	0	0	0	0	0	0	0	
28000	0	0	0	0	0	0	0	0	0	0	
28200	0	0	0	0	0	0	0	0	0	0	
28400	0	0	0	0	0	0	0	0	0	0	
28600	0	0	0	0	0	0	0	0	0	0	
28800	0	0	0	0	0	0	0	0	0	0	
29000	0	0	0	0	0	0	0	0	0	0	
29200	0	0	0	0	0	0	0	0	0	0	
29400	0	0	0	0	0	0	0	0	0	0	
29600	0	0	0	0	0	0	0	0	0	0	
29800	0	0	0	0	0	0	0	0	0	0	
30000	0	0	3	0	0	0	0	0	0	0	
30200	0	0	2	1	0	0	0	0	0	0	
30400	0	0	1	0	0	0	0	0	0	0	
30600	0	0	0	1	0	0	0	0	0	0	
30800	0	0	2	0	0	0	0	0	0	0	
31000	0	0	0	0	0	0	0	0	0	0	
31200	0	0	0	0	0	0	0	0	0	0	
31400	0	0	0	0	0	0	1	0	0	0	
31600	0	0	0	0	0	0	0	0	0	0	
31800	0	0	0	0	0	0	0	0	0	0	
32000	0	0	1	0	0	0	0	0	0	0	
32200	0	0	0	2	3	0	0	0	0	0	
32400	1	0	8	8	15	0	6	0	0	0	
32600	6	0	14	45	20	1	11	0	0	0	
32800	15	0	59	98	18	22	46	0	0	0	
33000	26	0	207	281	33	161	139	0	1	0	
33200	58	0	521	409	48	401	362	0	4	1	
33400	69	0	447	372	59	627	583	0	8	4	
33600	107	0	590	590	35	591	477	0	15	7	
33800	133	0	312	407	38	253	219	0	12	5	
34000	8	0	131	144	20	37	96	0	18	2	
34200	0	0	51	45	2	2	27	1	15	8	
34400	0	0	19	23	1	4	11	0	24	5	
34600	0	0	7	4	0	2	2	0	26	2	
34800	0	0	2	4	0	2	2	0	20	5	
35000	0	0	1	2	0	7	2	0	18	7	
35200	0	0	3	0	0	2	2	0	22	7	
35400	0	0	0	3	0	5	3	0	12	7	
35600	0	0	4	3	0	2	2	0	18	7	
35800	0	0	3	3	0	0	0	0	32	12	
36000	0	0	1	0	0	0	1	0	29	6	
36200	1	0	6	1	0	0	0	0	28	7	
36400	0	0	2	1	0	1	0	0	24	10	
36600	0	0	2	0	0	0	0	0	22	6	
36800	0	0	3	0	0	0	0	0	12	5	
37000	0	0	1	0	0	0	0	1	8	2	
37200	0	0	0	0	0	0	0	0	9	6	
37400	0	0	1	1	0	0	0	0	5	1	
37600	0	0	0	0	0	0	0	0	18	4	
37800	0	0	0	0	0	0	0	0	16	6	
38000	1	0	1	0	0	0	0	0	15	12	
38200	0	0	0	0	0	0	0	0	12	9	
38400	0	0	0	0	0	0	0	1	10	8	
38600	0	0	0	0	0	0	0	0	4	13	
38800	0	0	0	0	0	0	0	0	4	7	
39000	0	0	0	0	0	0	0	0	3	5	
39200	0	0	0	0	0	0	0	0	5	11	
39400	0	4	0	0	0	0	1	1	7	10	
39600	0	0	0	0	0	0	0	4	1	8	
39800	0	0	0	0	0	0	0	1	5	13	
40000	0	1	0	0	0	2	0	1	8	15	
40200	0	0	0	0	0	0	0	0	3	13	
40400	0	0	0	0	0	0	0	1	7	21	
40600	0	0	0	0	0	1	0	2	8	10	
40800	0	0	0	0	0	0	0	1	3	9	
41000	0	4	0	0	0	0	0	9	8	16	
41200	0	97	0	0	0	1	0	63	54	20	
41400	0	315	0	0	0	1	0	270	180	19	
41600	0	863	0	0	1	0	0	851	626	10	
41800	0	835	1	2	0	0	1	964	651	7	
42000	0	433	0	0	0	1	0	420	233	10	
42200	0	150	0	1	0	1	0	102	45	13	
42400	0	28	0	0	0	0	0	34	18	9	
